name,address,city,postcode,country,lat,lng,website,operator,phone,opening_hours
Golden Hind,,Manchester,,GB,53.397937,-2.1232876,,,,
Stalybridge Buffet Bar,"Platform 4, Stalybridge Railway Station Rassbottom Street",Manchester,SK15 1RF,GB,53.4842829,-2.0639082,http://www.stalybridgebuffetbar.co.uk/,Beerhouses,,
The Lower Turk's Head,34-36 Shudehill,Manchester,M4 1EZ,GB,53.4848436,-2.2383403,,,,
Tib Street Tavern,74 Tib Street,Manchester,M4 1LG,GB,53.4837776,-2.2346309,,,,
Crown and Anchor,4-8 Cateaton Street,Manchester,M3 1SQ,GB,53.4845422,-2.2444675,,,,
The Mitre,1-3 Cathedral Gates,Manchester,M3 1SW,GB,53.4845542,-2.2442591,,,,
The City Arms,46-48 Kennedy Street,Manchester,M2 4BQ,GB,53.4793471,-2.2428786,,,,
The Vine,42-44 Kennedy Street,Manchester,M2 4BQ,GB,53.4794355,-2.2430172,,,,
Piccadilly Central,38 London Road,Manchester,M1 2PF,GB,53.4774311,-2.2322107,https://piccadillycentral.com/,,,
The Seven Oaks,5 Nicholas Street,Manchester,M1 4HL,GB,53.4789342,-2.2409382,,,,
The Bank,57 Mosley Street,Manchester,M2 3FF,GB,53.4797712,-2.2405587,https://www.nicholsonspubs.co.uk/restaurants/northwest/thebankmanchester,,,
Star Inn,,Salford,M7 2FR,GB,53.5069464,-2.2639773,,,,
The Vine Inn,,Manchester,,GB,53.388017,-2.41591,,,,
The Cask Tavern,42 Park Lane,Manchester,SK12 1RE,GB,53.3487119,-2.1200571,,,,
The Railway Hotel,427 Ainsworth Road,Radcliffe,M26 4HN,GB,53.5758286,-2.3397785,https://whatpub.com/pubs/ROB/261/railway-hotel-radcliffe,,,
New Inn,387 Ainsworth Road,Radcliffe,M26 4HF,GB,53.574505,-2.3390538,https://www.useyourlocal.com/pubs/lancashire/manchester/radcliffe/new-inn/q/ref-64932/,,,
Royal Oak,28 Water Street,Radcliffe,M26 4TW,GB,53.5635894,-2.3298116,https://www.useyourlocal.com/pubs/lancashire/manchester/radcliffe/royal-oak/q/ref-64940/,,+44 161 723 3581,
The Lord Raglan,12-14 Water Street,Manchester,M26 4TW,GB,53.5631015,-2.3288189,https://www.pubsgalore.co.uk/pubs/26048/,,,
The White Boar,139 Radcliffe Road,Bury,BL9 9LN,GB,53.5799274,-2.3046075,https://bury.cylex-uk.co.uk/company/the-white-boar-13299257.html,,,
Northumberland Arms,,Manchester,,GB,53.4095663,-2.0530811,,,,
Windsor Castle,,Manchester,,GB,53.4062726,-2.0522925,,,,
Brindley Arms,56 Whittle Street,Walkden,M28 3WY,GB,53.526312,-2.392099,http://www.brindleyarms.co.uk/,Dorbiere,+44 161 790 9821,
The Unicorn,26 Church Street,Manchester,M4 1PN,GB,53.4829001,-2.237608,,,,
Cadishead Labour Club,Fir Street,Salford,M44 5AG,GB,53.428639,-2.442762,,,,
Spread Eagle,,Manchester,,GB,53.4110959,-2.0993717,https://www.almond-pubs.co.uk/spread-eagle,,+44 161 494 5723,
The Deansgate,321 Deansgate,Manchester,M3 4LQ,GB,53.4750991,-2.2512277,https://www.greeneking.co.uk/pubs/greater-manchester/deansgate,,,
The Bluebell,Monton Green,Salford,M30 9LL,GB,53.4926411,-2.352606,https://www.bluebellpub.co.uk/,,,"Mo-Th 09:00-23:00, Fr-Sa 09:00-12:00, Su 09:00-23:00"
The Up Steps Inn,23 High Street,Oldham,OL1 3AJ,GB,53.5421867,-2.1128059,https://www.jdwetherspoon.com/pubs/all-pubs/england/greater-manchester/the-up-steps-inn-oldham,,,
The Railway,1 Oldham Road,Oldham,OL2 6DN,GB,53.5653338,-2.1213965,,,,
The Joshua Bradley,Stockport Road,Manchester,SK14 5EZ,GB,53.4332834,-2.0840831,,,,
Britannia Inn,,Manchester,,GB,53.54955,-2.1988655,,JW Lees,,
New Inn,,Manchester,,GB,53.5513828,-2.1966189,,,,
The Harbord Harbord,,Manchester,,GB,53.5500829,-2.1981824,https://www.jdwetherspoon.com/pubs/all-pubs/england/manchester/the-harbord-harbord-middleton,,,
Blackjack Brewtap,Irk Street,Manchester,M4 4JT,GB,53.4901032,-2.2351881,https://www.blackjack-beers.com/,Blackjack Beers Ltd,,
"Fred's Ale House, Coffee Shop and Art Gallery",843 Stockport Road,Manchester,M19 3PW,GB,53.4442555,-2.1914086,http://fredsalehouse.com,,+44 161 257 2484,Mo-Su 16:00-23:00
Piccadilly Tap,Piccadilly Station Approach,Manchester,M1 2GH,GB,53.4784661,-2.2318021,https://piccadillytap.com/,,,"Mo 13:00-23:00, Tu,We 12:00-23:00, Th-Sa 11:00-24:00, Su 11:00-23:00"
Castle in the Air,,Manchester,,GB,53.4686663,-2.3610487,https://www.jdwetherspoon.com/pubs/castle-in-the-air-manchester,,,
Union Inn,Broadstone Road,Manchester,,GB,53.4353681,-2.1653528,,,,
The Black Lion Pub,65 Chapel Street,Salford,M3 5BZ,GB,53.4846729,-2.249412,https://theblacklionmanchester.co.uk/,,,
The White Hart,233 Oldham Road,Oldham,OL2 6BB,GB,53.5588221,-2.1203848,,,,
Circus Tavern,86 Portland Street,Manchester,M1 4GX,GB,53.4777837,-2.2399811,,,,
Ash Tree Farm,Pamir Drive,Ashton-under-Lyne,OL7 0LY,GB,53.4867343,-2.1125519,,,,
The Wellington,59-61 Wellington Road South,Stockport,SK1 3RU,GB,53.4073245,-2.1598574,,,,
The Spinning Top,20 Wellington Road South,Stockport,SK4 1AA,GB,53.4083059,-2.1616347,http://www.thespinningtopbar.co.uk/,,,
The Petersgate Tap,19A St. Petersgate,Stockport,SK1 1EB,GB,53.410035,-2.1580375,https://petersgatetap.co.uk/,,,Tu-Sa 12:00-23:00; Su 12:00-22:00; Mo off
Stanleys,11 Little Underbank,Stockport,SK1 1LA,GB,53.411134,-2.1576302,,,,
The Crown,96 Stockport Road East,Manchester,SK6 2AA,GB,53.4241637,-2.1079479,,,,
The Woodley Arms,,Manchester,,GB,53.4254166,-2.1015562,,,,
Rising Sun,,Manchester,,GB,53.4234479,-2.1104534,,,,
The Swan and Cemetery,406 Manchester Road,Bury,BL9 9NS,GB,53.5769539,-2.2970033,,,,
M19,847-849 Stockport Road,Manchester,M19 3PW,GB,53.4441395,-2.191448,,,,
Union Inn,845 Stockport Road,Manchester,M19 3PW,GB,53.4442121,-2.1913992,,,,
Smedley Hotel,,Manchester,,GB,53.5061702,-2.225562,,,,
The Palatine,47 Edward Street,Salford,M7 1SP,GB,53.4928901,-2.2536644,,,,
Fletcher Moss Pub,1 William Street,Manchester,M20 6RQ,GB,53.4167953,-2.2298136,,,,Mo-Su 12:00-23:00
Lounge About,Palatine Road,Manchester,,GB,53.406985,-2.260623,,,,
Samuel Oldknow,22 Market Street,Marple,SK6 7AD,GB,53.3938739,-2.0636581,,,,
Platform One,6 Stockport Road,Manchester,,GB,53.41386,-2.0895854,,,,
Klondyke Club,1 Burnage Range,Manchester,M19 2HQ,GB,53.4435571,-2.1957304,http://www.theklondyke.co.uk/,,,"Mo-Sa 19:00-00:00, Su 14:00-23:00"
The Ash Tree,9-11 Wellington Road,Manchester,OL6 6DA,GB,53.4899205,-2.0923706,,,,
The Mill,Piccadilly Station Approach,Manchester,M1 2BN,GB,53.4778949,-2.2310037,,,,
Unicorn Inn,Adlington Road,Manchester,SK9 2LN,GB,53.3305551,-2.1918701,https://www.greeneking.co.uk/pubs/cheshire/unicorn,,,
The Bridge,58 Bridge Street,Manchester,M3 3BW,GB,53.4809502,-2.2492531,,,,
Mulligans,12 Southgate,Manchester,M3 2RB,GB,53.4811618,-2.2486884,,,,Mo-We 12:00-00:00; Th 12:00-01:00; Fr-Sa 12:00-02:00; Su 12:00-01:00
Gas Works,,Manchester,,GB,53.4734157,-2.246227,,,,
Coach & Horses,Liverpool Road,Salford,M44 5DB,GB,53.4245694,-2.4387344,,,,
Rovers Return,89-91 Chapel Street,Salford,M3 5DF,GB,53.4845217,-2.250545,,,,
The Chiverton Tap,8 Mellor Road,Manchester,SK8 5AU,GB,53.3753576,-2.1885665,https://thechivertontap.co.uk/,,+44 161 485 4149,Mo-Th 16:00-22:30; Fr-Sa 12:00-23:00; Su 10:00-22:30
Alphabet Brewing Company,99 North Western Street,Manchester,M12 6JL,GB,53.4752475,-2.2221931,https://www.alphabetbrewing.co.uk/,,,
The Head of Steam,16 Newton Street,Manchester,M1 2AE,GB,53.481227,-2.2333954,https://www.theheadofsteam.co.uk/bars/manchesternq,,+44 161 672 9300,Su-Th 12:00-23:00; Fr-Sa 12:00-24:00
Royal Sovereign,,Manchester,,GB,53.4895659,-2.3205018,,,,
Three Legs of Man,,Manchester,,GB,53.4655013,-2.259422,,,,
Old cross hotel,Eton Hill Road,Manchester,,GB,53.5665182,-2.3125086,,,,
Church Inn,,Manchester,,GB,53.5570525,-2.1553048,,,,
Pi,99 Manchester Road,Manchester,M21 9GA,GB,53.4467649,-2.2776554,,,,
The Tommyfield,Henshaw Street,Oldham,OL1 1NJ,GB,53.5437569,-2.115318,,,,
The Unicorn,1-7 Ashley Road,Altrincham,WA14 2DP,GB,53.3842167,-2.3520084,,,,
Morning Star,520 Manchester Road,Worsley,M27 9QW,GB,53.5184793,-2.3595066,,Joseph Holt,,
High Street Tavern,5 Nicholas Croft,Manchester,M4 1EY,GB,53.4844707,-2.2384421,,,,
Tavern on the Green,Stamford New Road,Altrincham,,GB,53.3856429,-2.3508404,,,,
Rustic,Stamford New Road,Altrincham,,GB,53.386005,-2.3501252,,,,
The Station,Stamford New Road,Altrincham,,GB,53.3872825,-2.3487823,,,,
Friendship Inn,495 Lees Road,Manchester,OL4 3AF,GB,53.5379399,-2.0816915,,,,
Lighthouse,505 Lees Road,Manchester,OL4 3AF,GB,53.537823,-2.0811807,,,,
Red Lion,109 High Street,Oldham,OL4 4LY,GB,53.537564,-2.0706059,,,,
The Front House,31-33 Oldham Road,Oldham,OL4 4PH,GB,53.5377401,-2.0676468,,,,
Duke of York,109 Heyside,Oldham,OL2 6NB,GB,53.565022,-2.101272,,,,
Bulls Head,152 Heyside,Oldham,OL2 6NB,GB,53.5651819,-2.1007408,,,,
Vinehop,5 Fountain Place Chester Road,Manchester,SK12 1QX,GB,53.3493846,-2.1225966,,,,
The Staff of Life Apartments,,Manchester,,GB,53.5638452,-2.3169007,,,,
The Greyhound,146 Deansgate,Bolton,BL1 1BB,GB,53.5789845,-2.4336052,,,,
Platform One,6 Stockport Road,Romiley,SK6 4BN,GB,53.4139395,-2.089882,,,+44 161 406 8686,
White Swan,,Manchester,,GB,53.5055776,-2.3410585,,Joseph Holt,,
Last Orders,,Swinton,M27 6AY,GB,53.5153296,-2.3462811,,,,
Park Inn,,Manchester,,GB,53.5064453,-2.3393583,,Joseph Holt,,
Brewski,Wilbraham Road,Manchester,M21 0UE,GB,53.4423683,-2.2738418,,,,
Chorlton Tap,Wilbraham Road,Manchester,M21 0UE,GB,53.4423653,-2.2735708,,,,
The Beer House Bar & Kitchen,Long Millgate,Manchester,M3 1NX,GB,53.4877194,-2.24293,,,,
Crown Point Tavern,,Manchester,,GB,53.455327,-2.1145453,,,,
Seven Bro7hers Beerhouse,39 Blossom Street,Manchester,M4 6AJ,GB,53.4844516,-2.2294405,,,,
Ladybarn Social Club,,Manchester,,GB,53.4359272,-2.2119785,https://www.ladybarnsocialclub.co.uk/,,,
Colliers Arms,,Manchester,,GB,53.5141672,-2.4422087,https://www.craftunionpubs.com/colliers-arms-tyldesley,Stonegate,,
Via,28-30 Canal Street,Manchester,M1 3EZ,GB,53.4772069,-2.2367595,https://www.viamanchester.co.uk/manchester,Stonegate,,
Flute and Firkin,,Manchester,,GB,53.3488708,-2.1193121,,,,
Bramley Farm,,Manchester,,GB,53.4050979,-2.3626065,,,,
The Boundary,2 Audenshaw Road,Manchester,M34 5HD,GB,53.4756429,-2.114968,,,,
Northenden Untapped,67 Church Street,Wythenshawe,M22 4WD,GB,53.4073024,-2.2557924,,,,
Northern Monkey,8 Dantzic Street,Manchester,M4 2AD,GB,53.4849242,-2.2398917,,,,
The Griffin,Stamford Road,Altrincham,WA14 2TP,GB,53.3780689,-2.3633632,https://www.chefandbrewer.com/pubs/cheshire/griffin,,,
Strange brew,370 Barlow Moor Road,Manchester,,GB,53.4382091,-2.274275,,,,
The Milton Club,244 Deansgate,Manchester,M3 4BQ,GB,53.4779495,-2.2499547,,,,
The Rat & Pigeon,33 Back Piccadilly,Manchester,M1 1HP,GB,53.4813443,-2.2346761,https://www.ratandpigeon.co.uk/,,,
Wetherspoons,47 Piccadilly,Manchester,M1 2AP,GB,53.4810899,-2.2351651,https://www.jdwetherspoon.com/pubs/all-pubs/england/manchester/wetherspoons-manchester,,,Mo-Su 08:00-23:30
Founder's Hall,,Manchester,,GB,53.4798206,-2.2456001,,,,
Piccadilly Tavern,71-73 Piccadilly,Manchester,M1 2BS,GB,53.4806673,-2.2340543,,,,
The Star & Garter,18-20 Fairfield Street,Manchester,M1 2QF,GB,53.4760324,-2.2274529,,,,
Reasons to be Cheerful,228 Fog Lane,Manchester,M20 6EL,GB,53.4212282,-2.2173484,,,,Tu-Th 16:00-22:00; Fr 16:00-23:00; Sa 14:00-23:00; Su 14:00-22:00; Mo off
The Talleyrand,1030 Stockport Road,Manchester,M19 3WX,GB,53.4412226,-2.1892628,,,,"Mo,We,Th 16:30-23:00; Tu off; Fr 12:30-00:00; Sa 00:00-01:00,12:30-00:00; Su 00:00-01:00,14:00-23:00"
Hetherington's Cafe Bar,8 Pollard Street,Manchester,M4 7DS,GB,53.4797209,-2.2212846,https://www.hetheringtonscb.co.uk/,,+44 161 850 8554,
Cask,2 New Union Street,Manchester,M4 6FQ,GB,53.4838299,-2.2254013,https://cask.business.site/,,+44 161 392 0809,Mo-Su 12:00-23:00
The Grocers,154a Liverpool Road,Salford,M44 5DD,GB,53.4260087,-2.4374709,,,,
Saints & Scholars,694 Wilmslow Road,Manchester,M20 2DN,GB,53.4180381,-2.2318244,,,+44 161 448 2457,"Su-Th 09:00-22:00, Fr,Sa 09:00-24:00"
LMRCA Railway Club,265 Edgeley Road,Stockport,SK3 0TR,GB,53.3989381,-2.185239,,,,
The Beer Studio,256 Wilmslow Road,Manchester,M14 6LB,GB,53.4430347,-2.2187041,,,,"Mo-Sa 12:00-01:00, Su 12:00-24:00"
The Salmon of Knowledge,655-657 Wilmslow Road,Manchester,M20 6RA,GB,53.4181794,-2.23144,,,,"Tu-Th 12:00-23:00, Fr 12:00-00:30, Sa 11:00-00:30, Su 11:00-22:00; Mo off"
The Courtyard Brewery,1 Shepherd Street,Oldham,OL2 5PB,GB,53.5650678,-2.121882,https://linktr.ee/Thesipcommunity,,+441616208444,Mo-Su 11:00-23:00
Haughton Green Conservative Club,92 Haughton Green Road,Denton,M34 7QN,GB,53.4422192,-2.0975456,,,,
Seven Bro7hers Media City,Green,Salford,M50 2HF,GB,53.4728115,-2.2968249,https://www.sevenbro7hers.com/media-city-beerhouse/,Seven Bro7hers,,Su-Th 12:00-23:00; Fr 12:00-24:00; Sa 10:00-24:00
Underbank,25-29 Great Underbank,Stockport,SK1 1LN,GB,53.4112702,-2.1580757,,,,"Th 15:00-21:00, Fr,Sa 12:00-01:00, Su 12:00-20:00"
Angel Inn,20-21 Market Place,Stockport,SK1 1EU,GB,53.411483,-2.1573763,,,,
Hen & Chickens,146 Deansgate,Bolton,BL1 1EX,GB,53.5788165,-2.4332088,,,,
The Emigration,166 Hall Street,Stockport,SK1 4JG,GB,53.405313,-2.1397765,,,,
Overdraught,855 Stockport Road,Manchester,M19 3PW,GB,53.4439945,-2.1913782,,,,
Town Hall Tavern,20 Tib Lane,Manchester,M2 4JA,GB,53.480413,-2.244221,,,,
The Waterhouse,67-71 Princess Street,Manchester,M2 4EG,GB,53.4791573,-2.2430296,https://www.jdwetherspoon.com/pubs/all-pubs/england/manchester/the-waterhouse-manchester,,,Su-Th 08:00-00:00; Fr-Sa 08:00-01:00
The Ape and Apple,28-30 John Dalton Street,Manchester,M2 6HQ,GB,53.4803453,-2.2463399,,,,
The Victoria,,Manchester,,GB,53.4348454,-2.2277946,,,+44 161 434 2600,Su-Th 12:00-23:00; Fr-Sa 12:00-24:00
Bevi,24 Market Street,Marple,SK6 7AD,GB,53.3938448,-2.0636948,,,,
Traders,111-113 Stockport Road,Marple,SK6 6AF,GB,53.3950672,-2.067525,,,,
The Railway,223 Stockport Road,Marple,SK6 6EN,GB,53.3963863,-2.0771336,,,,
Aggie's Bar,54 Market Street,Marple,SK6 7AD,GB,53.393213,-2.0642852,,,,
The Lass O'Gowrie,36 Charles Street,Manchester,M1 7DB,GB,53.4741168,-2.2378191,https://www.greeneking.co.uk/pubs/greater-manchester/lass-o-gowrie,,,Su-We 12:00-00:00; Th-Sa 12:00-01:00
English Lounge,64-66 High Street,Manchester,M4 1EA,GB,53.483876,-2.2385391,https://www.greatukpubs.co.uk/the-english-lounge-manchester,Stonegate,,
Derby Brewery Arms,95 Cheetham Hill Road,Manchester,M8 8PY,GB,53.4930208,-2.240221,,,,
Hare & Hounds,16 Yorkshire Street,Oldham,OL1 1QS,GB,53.5419597,-2.1105842,,,,
Town Hall Tavern,18 Yorkshire Street,Oldham,OL1 1QX,GB,53.5420085,-2.1103239,,,,
Bank Top Tavern,King Square,Oldham,OL8 1ES,GB,53.5399569,-2.1181419,,,,
The Old Bank,50 Yorkshire Street,Oldham,OL1 1SN,GB,53.5421744,-2.1086707,,,,
Hark to Topper,5 Bow Street,Oldham,OL1 1SJ,GB,53.5419602,-2.1082706,,,,
Old Hall,Stockport Road,Altrincham,WA15 7LP,GB,53.3903906,-2.3367266,https://www.oldhallaltrincham.co.uk/,,+44 161 929 6332,Mo-Su 11:00-23:00
Snipe Inn,29-31 Henshaw Street,Oldham,OL1 1NH,GB,53.5430405,-2.1152437,,,,
The Dog Inn,1 Block Lane,Oldham,OL9 8QT,GB,53.5387636,-2.1377004,,,,
The Crown,72 Walsh Street,Oldham,OL9 9LR,GB,53.5400993,-2.138925,,,,
The Friendship Inn,278-280 Manchester Street,Oldham,OL9 6HB,GB,53.5377849,-2.1271276,,,+44 161 624 2272,
Grove Inn,,Manchester,,GB,53.5222316,-2.2153899,,,,
Boltmakers Rest,16 Rock Street,Oldham,OL1 3EX,GB,53.5436061,-2.1079666,,,,
Angel Inn,2 Nicholson Street,Oldham,OL4 3BW,GB,53.5382514,-2.074108,,,,
New Crown Inn,113 Huddersfield Road,Oldham,OL1 3NQ,GB,53.5459695,-2.0930221,,,,
The Junction,Ripponden Road,Oldham,OL1 4EW,GB,53.5476362,-2.0895716,,,,
The Duke of Edinburgh,15 Market Square,Oldham,OL2 5QA,GB,53.5657929,-2.1238915,https://www.craftunionpubs.com/duke-of-edinburgh-royton,Stonegate,,
Daisyfield Inn,Keb Lane,Oldham,OL8 2TE,GB,53.5137235,-2.1039754,,,,Mo-Su 12:00-22:00
The Spring Vale Inn,14-16 Burnley Street,Oldham,OL9 0JH,GB,53.5459258,-2.14231,,,,
Northern Bar,Nobel Way,Manchester,M1 7FA,GB,53.473288,-2.2382237,https://northbar.com/circle-square,,,"Mo,Tu 11:00-23:00, We,Th 11:00-23:30, Fr,Sa 11:00-00:30, Su 11:00-22:00"
The Mardi Gras,,Manchester,M17 8EH,GB,53.4658536,-2.3488137,,,,
The Seven Stars,27 Withy Grove,Manchester,M4 2BS,GB,53.485066,-2.2402171,,,,
The Sportsmans Arms,1 Denton Lane,Oldham,OL9 9EA,GB,53.5341778,-2.1521283,,,,
Washbrook Tavern,315-317 Washbrook,Oldham,OL9 8JL,GB,53.5303565,-2.143446,,,,
Trof,8 Thomas Street,Manchester,M4 1DH,GB,53.4847938,-2.237988,https://trofnq.co.uk/,,+44 16 1833 3197,"Mo-Th 16:00-00:00; Fr 16:00-01:00, Sa 10:00-01:00, Su 10:00-00:00"
The Hare & Hounds,46 Shudehill,Manchester,M4 4AA,GB,53.4851024,-2.2378955,,,,
The Old Abbey Taphouse,Guildhall Close,Manchester,M15 6SY,GB,53.4621901,-2.2373999,https://www.theoldabbeytaphouse.org/,,+44 161 226 2052,
Sun Mill Inn,503-507 Middleton Road,Oldham,OL9 9SH,GB,53.5445635,-2.1392906,,,,
Boat and Horses Pub,Broadway,Oldham,OL9 8AU,GB,53.527872,-2.1594657,,JW Lees,,
The Angel,6 Angel Street,Manchester,M4 4BR,GB,53.4871776,-2.2352888,http://theangelmanchester.com/,,+44 161 833 4786,
Coach and Horses,1 Market Street,Oldham,OL2 8NR,GB,53.5776769,-2.0932084,,,,
Blue Bell,13 Market Street,Oldham,OL2 8NR,GB,53.5773246,-2.0933775,,,,
Wagon & Horses,483-485 Manchester Road,Oldham,OL8 3RB,GB,53.5183981,-2.1453988,,,,
Houghton Arms,708 Oldham Road,Manchester,M35 9FD,GB,53.5160361,-2.1487127,,,,
North Westward Ho,19 Chapel Walks,Manchester,M2 1HN,GB,53.4817309,-2.2433453,https://www.northwestwardho.co.uk/,,+44 7300820592,Mo-Th 12:00-24:00; Fr-Sa 12:00-02:00; Su 12:00-23:00
Grove Inn,652 Ashton New Road,Manchester,M11 4SQ,GB,53.4831358,-2.1841353,https://www.joseph-holt.com/pubs/grove-inn,,,
The Millstone,65-67 Thomas Street,Manchester,M4 1LQ,GB,53.4836443,-2.2357689,,,,
Walkabout,27 Withy Grove,Manchester,M4 2BS,GB,53.485183,-2.2402134,,,,
The Boat House,Ferry Road,Manchester,M44 6DN,GB,53.44603,-2.412028,https://theboathouseirlam.co.uk/,,,
Abel Heywood,34 Turner Street,Manchester,M4 1DZ,GB,53.4835463,-2.2372487,https://abelheywood.co.uk/,,,
The Wheatsheaf,30 Oak Street,Manchester,M4 5JE,GB,53.4844336,-2.2347619,,,,
Edinburgh Castle,17 Blossom Street,Manchester,M4 5AN,GB,53.4842029,-2.229853,,,,
Colliers Arms,138 Old Lane,Oldham,OL9 7JQ,GB,53.5311654,-2.1400407,,,,
Victoria Tap,2 Todd Street,Manchester,M3 1WY,GB,53.4866679,-2.2417054,,,,
The Roebuck Inn,,Oldham,OL4 3RB,GB,53.5582686,-2.0562299,,,,
The Flying Horse,103 Crab Lane,Manchester,M9 8ND,GB,53.5316107,-2.2295057,,,,
The Heaton,,Manchester,,GB,53.4120676,-2.206002,,,,
The Bridgewater Exchange,,Manchester,,GB,53.3677217,-2.2814977,https://www.manchesterairport.co.uk/at-the-airport/restaurants/bridgewater/,,,
Carters Arms,133 Oldham Road,"Royton, Oldham",OL2 6BU,GB,53.5618287,-2.1198034,,,,Mo-Th 15:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-23:00
The Greyhound,1 Elly Clough,Manchester,OL2 5ES,GB,53.5594532,-2.1310794,,,+44 161 536 3155,Mo 16:00-22:00; Tu-We 16:00-23:00; Th 15:00-23:00; Fr 13:00-01:00; Sa 12:00-01:00; Su 12:00-22:00
The Railway,52-54 Wellington Road,Ashton-under-Lyne,OL6 6DD,GB,53.4905454,-2.094032,,,+441613305512,Mo-Su 12:00-22:00
The Old Fire Station,Wellington Road,Ashton-under-Lyne,OL6 6XL,GB,53.49018,-2.0930351,,,,"Mo-Th 10:00-23:00,Fr 10:00-00:00,Sa 10:00-01:00,Su 10:00-23:00"
The Bowling Green,99 Penny Meadow,Ashton-under-Lyne,OL6 6EP,GB,53.4897402,-2.0914597,,,,"Mo-Th 10:00-23:00, Fr-Su 10:00-01:00"
Kennedy's,700 Wilmslow Road,Manchester,M20 2DN,GB,53.4178378,-2.2317935,https://www.kennedysirishbar.co.uk/home-didsbury,,+44 161 399 6061,"Su-Th 11:00-23:00, Fr,Sa 11:00-00:30"
The Farmers Arms,254 Burnage Lane,Manchester,M19 1EN,GB,53.4306268,-2.2012428,,,,
Church Inn,,Manchester,,GB,53.5004339,-2.176938,,,,
The White Lion,,Manchester,,GB,53.5012087,-2.1813643,,,,
The Rising Sun,22 Queen Street,Manchester,M2 5ND,GB,53.4794385,-2.2476804,,,,
Sawyers Arms,138 Deansgate,Manchester,M3 2RP,GB,53.4807492,-2.248322,https://www.nicholsonspubs.co.uk/restaurants/northwest/thesawyersarmsmanchester,,,
The Bridgewater,,Manchester,,GB,53.4983528,-2.380563,https://www.greeneking.co.uk/pubs/lancashire/bridgewater,,,
The Sidings,Broom Lane,Manchester,M19 2UB,GB,53.441903,-2.1846429,,,,"Mo-Fr 12:00-00:00; Sa 12:00-00:00; Su 00:00-00:30,12:00-23:30"
Peveril of the Peak,127 Great Bridgewater Street,Manchester,M1 5JQ,GB,53.4749522,-2.244632,,,+44 161 236 6364,
Rain Bar,80 Great Bridgewater Street,Manchester,M1 5JG,GB,53.4746768,-2.2451592,https://www.rain-bar.co.uk/,,,
The Honey Bee,,Manchester,SK9 4LT,GB,53.3426389,-2.2660533,,,,Mo-We 11:30-22:00; Th-Sa 11:30-23:00; Su 11:30-22:30
Nellies,,Manchester,,GB,53.4572498,-2.2181914,,,,
City Road Inn,14 Albion Street,Manchester,M1 5NZ,GB,53.474087,-2.2484021,,,+44 161 236 3820,
The George and Dragon,422 Manchester Road,Manchester,SK4 5DH,GB,53.4287926,-2.175483,https://www.greeneking.co.uk/pubs/cheshire/george-and-dragon-hotel,Greene King,+44 161 431 7629,"Mo-Th 12:00-23:00, Fr,Sa 11:30-24:00, Su 11:30-23:00"
Sinclairs Oyster Bar,2 Cathedral Gates,Manchester,M3 1SW,GB,53.4846077,-2.2438906,,Samuel Smith's,,
Farmers Arms,90 Park Lane,Manchester,SK12 1RE,GB,53.3484805,-2.1182231,www.farmersarms.pub,,,
Rising Sun,,Manchester,,GB,53.3750905,-2.1134156,,,,
Sheldon Arms,Lord Sheldon Way,Ashton-under-Lyne,OL6 7UB,GB,53.4810166,-2.1241942,,,,
The Railway,,Manchester,,GB,53.425918,-2.3187295,,,,
O'Connell's,,Manchester,,GB,53.473783,-2.2409134,,,,"Su-Th 11:30-24:00, Fr-Sa 11:30-25:00"
The Matchstick Man,Capital Quay,Salford,M50 3WL,GB,53.4698217,-2.2837574,https://www.hungryhorse.co.uk/,,+44 161 876 7463,Mo-Su 08:00-23:00
The Quarry Bank,,Manchester,,GB,53.3966398,-2.3223584,,,,
The Stonemasons Arms,,Manchester,,GB,53.3977597,-2.3180474,https://www.greeneking.co.uk/pubs/cheshire/stonemasons-arms,,,
The Bank,,Manchester,,GB,53.4254551,-2.3229271,,,,
The Bulls Head,Cross Street,Manchester,M33 7AE,GB,53.4257174,-2.3247965,https://www.craftunionpubs.com/bulls-head-hotel-sale,Stonegate,,
Ryans Bar,,Manchester,,GB,53.425694,-2.3235113,,,,
Volunteer Hotel,81 Cross Street,Manchester,M33 7HH,GB,53.428467,-2.3223655,https://thevolunteersale.wordpress.com/,,,
The Crown,416 Buxton Road,Stockport,SK2 7JB,GB,53.3869466,-2.1328476,,Robinsons,,
The Windmill,Hulme Road,Tameside,M34 2WZ,GB,53.4539937,-2.1439698,https://www.stonehouserestaurants.co.uk/nationalsearch/northwest/thewindmilldenton,,,
The Briton's Protection,50 Great Bridgewater Street,Manchester,M1 5LE,GB,53.4749551,-2.2472863,,,,
The Navigation,9 Stockport Road,Marple,SK6 6BD,GB,53.3945382,-2.0611473,,,,
Village Inn,,Manchester,,GB,53.4641839,-2.3098748,,,,
The B Hive,,Manchester,,GB,53.4972944,-2.2873041,,,,
The Moor Top,,Manchester,,GB,53.4186441,-2.1890023,,,,
The Elizabethan,,Manchester,,GB,53.4235468,-2.1817016,,J W Lees,,
The Grafton Arms,Grafton Street,Manchester,M13 9WU,GB,53.4635634,-2.2276731,https://www.joseph-holt.com/pubs/grafton-arms,,,
Turing Tap,,Manchester,,GB,53.4625238,-2.2292684,https://www.crafted-social.co.uk/turing-tap-manchester,Stonegate,,
